# English labels for the standard EDINET taxonomy elements,
# copied from the FSA's published element and account lists:
#   https://www.fsa.go.jp/search/20211109/  (1e, 1f, 1g)
#   https://www.fsa.go.jp/search/20221108/  (1e, 1f, 1g)
#   https://www.fsa.go.jp/search/20231211/  (1e, 1f, 1g)
#   https://www.fsa.go.jp/search/20241112/  (1e, 1f, 1g)
#   https://www.fsa.go.jp/search/20251111/  (1e, 1f, 1g)
# Rebuild with: python -m equity.taxonomy_labels --edition <YYYYMMDD>
element,label_en
jpsps_cor:HistoricalRecordsOfSalesAndBuybacksHeading,Historical records of sales and buybacks
jpsps_cor:HistoricalRecordsOfSalesAndBuybacksTextBlock,Historical records of sales and buybacks
jpsps_cor:HistoryOfInvestmentCorporationHeading,History of investment corporation
jpsps_cor:HistoryOfInvestmentCorporationTextBlock,History of investment corporation
jpsps_cor:IdentificationOfRegistrationStatementSubjectToAmendmentDeemedRegistrationStatementDEI,Identification of registration statement subject to amendment
jpsps_cor:IndependentAuditorsReportFundSemiAnnualPeriodOfNextFiscalYearTextBlock,Independent auditor's report
jpsps_cor:IndependentAuditorsReportFundTextBlock,Independent auditor's report
jpsps_cor:IndependentAuditorsReportHeading,Independent auditor's report
jpsps_cor:IndependentAuditorsReportInvestmentCorporationTextBlock,Independent auditor's report
jpsps_cor:IndependentAuditorsReportInvestmentTrustManagementCompanySemiAnnualPeriodOfNextFiscalYearTextBlock,Independent auditor's report
jpsps_cor:IndependentAuditorsReportInvestmentTrustManagementCompanyTextBlock,Independent auditor's report
jpsps_cor:InformationAboutInvestmentTrustManagementCompanyEtcHeading,"Information about investment trust management company, etc."
jpsps_cor:InformationAboutIssuerAndPartiesInvolvedHeading,Information about issuer and parties involved
jpsps_cor:InformationAboutIssuerHeading,Information about issuer
jpsps_cor:InformationAboutOfficersAdditionalInformationAboutInvestmentCorporationHeading,Information about officers
jpsps_cor:InformationAboutOfficersAdditionalInformationAboutInvestmentCorporationTextBlock,Information about officers
jpsps_cor:InformationAboutOfficersOverviewOfAssetManagementCompanyHeading,Information about officers
jpsps_cor:InformationAboutOfficersOverviewOfAssetManagementCompanyTextBlock,Information about officers
jpsps_cor:InformationAboutOfficersOverviewOfInvestmentCorporationHeading,Information about officers
jpsps_cor:InformationAboutOfficersOverviewOfInvestmentCorporationTextBlock,Information about officers
jpsps_cor:InformationAboutSpecificTrustPropertyHeading,Information about specific trust property
jpsps_cor:InformationAboutTransferOfSubscriptionRightsToSharesOfInvestmentCorporationHeading,Information about transfer of investment unit acquisition rights
jpsps_cor:InformationAboutTransferOfSubscriptionRightsToSharesOfInvestmentCorporationTextBlock,Information about transfer of investment unit acquisition rights
jpsps_cor:InformationAboutTrustPropertyHeading,Information about trust property
jpsps_cor:InformationOfIssuerHeading,Information of issuer
jpsps_cor:InterestRateHeading,Interest rate
jpsps_cor:InterestRateTextBlock,Interest rate
jpsps_cor:IntroductoryExplanationAboutFinancialInformationOfFundInvestmentNotYetStartedTextBlock,Financial information of fund (Investment not yet started)
jpsps_cor:InvestmentAssetsHeading,Investment assets
jpsps_cor:InvestmentCorporationBondsOtherThanShortTermInvestmentCorporationBondsHeading,Investment corporation bonds other than short-term investment corporation bonds
jpsps_cor:InvestmentCorporationBondsOtherThanShortTermOnesTextBlock,Investment corporation bonds other than short-term ones
jpsps_cor:InvestmentPolicyHeading,Investment policy
jpsps_cor:InvestmentPolicyOverviewOfFundHeading,Investment policy
jpsps_cor:InvestmentPolicyTextBlock,Investment policy
jpsps_cor:InvestmentRisksHeading,Investment risks
jpsps_cor:InvestmentRisksTextBlock,Investment risks
jpsps_cor:InvestmentUnitAcquisitionRightsTextBlock,Investment unit acquisition rights
jpsps_cor:IssuerNameCoverPage,Issuer name
jpsps_cor:LegalFormAndAmountOfDomesticInvestmentSecuritiesToRegisterForOfferingOrDistributionCoverPageTextBlock,Legal form and amount of domestic investment securities to register for offering or distribution
jpsps_cor:LegalFormEtcOfDomesticInvestmentSecuritiesPublicOfferingOfDomesticInvestmentSecuritiesHeading,"Legal form, etc. of domestic investment securities"
jpsps_cor:LegalFormEtcOfDomesticInvestmentSecuritiesPublicOfferingOfDomesticInvestmentSecuritiesTextBlock,"Legal form, etc. of domestic investment securities"
jpsps_cor:LegalFormEtcOfDomesticInvestmentSecuritiesSecondaryDistributionOfDomesticInvestmentSecuritiesHeading,"Legal form, etc. of domestic investment securities"
jpsps_cor:LegalFormEtcOfDomesticInvestmentSecuritiesSecondaryDistributionOfDomesticInvestmentSecuritiesTextBlock,"Legal form, etc. of domestic investment securities"
jpsps_cor:LegalFormEtcOfDomesticInvestmentSecuritiesUnderlyingSubscriptionRightsToSharesOfInvestmentCorporationHeading,"Legal form, etc. of domestic investment securities underlying investment unit acquisition rights"
jpsps_cor:LegalFormEtcOfDomesticInvestmentSecuritiesUnderlyingSubscriptionRightsToSharesOfInvestmentCorporationTextBlock,"Legal form, etc. of domestic investment securities underlying investment unit acquisition rights"
jpsps_cor:LegalFormEtcOfDomesticTrustBeneficiaryCertificatesHeading,"Legal form, etc. of domestic trust beneficiary certificates"
jpsps_cor:LegalFormEtcOfDomesticTrustBeneficiaryCertificatesTextBlock,"Legal form, etc. of domestic trust beneficiary certificates"
jpsps_cor:LegalFormEtcOfInvestmentCorporationBondsHeading,"Legal form, etc. of investment corporation bonds"
jpsps_cor:LegalFormEtcOfInvestmentCorporationBondsTextBlock,"Legal form, etc. of investment corporation bonds"
jpsps_cor:LegalFormEtcOfSubscriptionRightsToSharesOfInvestmentCorporationHeading,"Legal form, etc. of investment unit acquisition rights"
jpsps_cor:LegalFormEtcOfSubscriptionRightsToSharesOfInvestmentCorporationTextBlock,"Legal form, etc. of investment unit acquisition rights"
jpsps_cor:LegalFormOfDomesticInvestmentSecuritiesToShelfRegisterForOfferingOrDistributionCoverPage,Legal form of domestic investment securities to shelf register for offering or distribution
jpsps_cor:LimitOnAmountOfIssueHeading,Limit on amount of issue
jpsps_cor:LimitOnAmountOfIssueTextBlock,Limit on amount of issue
jpsps_cor:ListOfContentsIncludedInDetailsOfInvestmentCorporationHeading,List of contents included in details of investment corporation
jpsps_cor:ListOfContentsIncludedInDetailsOfInvestmentCorporationTextBlock,List of contents included in details of investment corporation
jpsps_cor:MajorComponentsOfInvestmentSecuritiesHeading,Major components of investment securities
jpsps_cor:MajorComponentsOfInvestmentSecuritiesTextBlock,Major components of investment securities
jpsps_cor:MajorComponentsOfOtherInvestmentsHeading,Major components of other investments
jpsps_cor:MajorComponentsOfOtherInvestmentsTextBlock,Major components of other investments
jpsps_cor:MajorShareholdersOverviewOfAssetManagementCompanyHeading,Major shareholders
jpsps_cor:MajorShareholdersOverviewOfAssetManagementCompanyTextBlock,Major shareholders
jpsps_cor:MajorUnitholdersHeading,Major unitholders
jpsps_cor:MajorUnitholdersTextBlock,Major unitholders
jpsps_cor:ManagementFeesAndChargesHeading,Management fees and charges
jpsps_cor:ManagementFeesAndChargesTextBlock,Management fees and charges
jpsps_cor:MattersSpecificToStabilizingOperationCoverPageTextBlock,Matters specific to stabilizing operation
jpsps_cor:MethodOfPublicOfferingInvestmentCorporationBondsOtherThanShortTermInvestmentCorporationBondsHeading,Method of public offering
jpsps_cor:MethodOfPublicOfferingInvestmentCorporationBondsOtherThanShortTermInvestmentCorporationBondsTextBlock,Method of public offering
jpsps_cor:NameOfContactPersonCoverPage,Name of contact person
jpsps_cor:NameOfFundRelatedToDomesticInvestmentTrustBeneficiaryCertificateToRegisterForOfferingOrDistributionCoverPageTextBlock,Name of fund related to domestic investment trust beneficiary certificate to register for offering or distribution
jpsps_cor:NameOfInvestmentCorporationPublicOfferingOfDomesticInvestmentSecuritiesHeading,Name of investment corporation
jpsps_cor:NameOfInvestmentCorporationPublicOfferingOfDomesticInvestmentSecuritiesTextBlock,Name of investment corporation
jpsps_cor:NameOfInvestmentCorporationRelatedToDomesticInvestmentCorporationBondsToShelfRegisterForOfferingOrDistributionCoverPage,Name of investment corporation related to domestic investment corporation bonds to shelf register for offering or distribution
jpsps_cor:NameOfInvestmentCorporationRelatedToDomesticInvestmentSecuritiesToRegisterForOfferingOrDistributionCoverPage,Name of investment corporation related to domestic investment securities to register for offering or distribution
jpsps_cor:NameOfInvestmentCorporationRelatedToDomesticInvestmentSecuritiesToShelfRegisterForOfferingOrDistributionCoverPage,Name of investment corporation related to domestic investment securities to shelf register for offering or distribution
jpsps_cor:NameOfInvestmentCorporationSecondaryDistributionOfDomesticInvestmentSecuritiesHeading,Name of investment corporation
jpsps_cor:NameOfInvestmentCorporationSecondaryDistributionOfDomesticInvestmentSecuritiesTextBlock,Name of investment corporation
jpsps_cor:NameOfInvestmentCorporationSubscriptionRightsToSharesOfInvestmentCorporationHeading,Name of investment corporation
jpsps_cor:NameOfInvestmentCorporationSubscriptionRightsToSharesOfInvestmentCorporationTextBlock,Name of investment corporation
jpsps_cor:NameStatedCapitalAndDescriptionOfBusinessOverviewOfAssetManagementCompanyHeading,"Name, stated capital, and description of business"
jpsps_cor:NameStatedCapitalAndDescriptionOfBusinessOverviewOfAssetManagementCompanyTextBlock,"Name, stated capital, and description of business"
jpsps_cor:NotesCoverPageTextBlock,Footnotes
jpsps_cor:NotesFinancialInformationOfInvestmentTrustManagementCompanyEtcHeading,Notes
jpsps_cor:NotesFinancialInformationOfInvestmentTrustManagementCompanyEtcTextBlock,Notes
jpsps_cor:NotesToFinancialStatementsHeading,Notes to financial statements
jpsps_cor:NotesToFinancialStatementsTextBlock,Notes to financial statements
jpsps_cor:NotesToSemiAnnualFinancialStatementsHeading,Notes to semi-annual financial statements
jpsps_cor:NotesToSemiAnnualFinancialStatementsTextBlock,Notes to semi-annual financial statements
jpsps_cor:NumberOfDomesticInvestmentSecuritiesUnderlyingSubscriptionRightsToSharesOfInvestmentCorporationHeading,Number of domestic investment securities underlying investment unit acquisition rights
jpsps_cor:NumberOfDomesticInvestmentSecuritiesUnderlyingSubscriptionRightsToSharesOfInvestmentCorporationTextBlock,Number of domestic investment securities underlying investment unit acquisition rights
jpsps_cor:NumberOfSecuritiesToBeDistributedSecondaryDistributionOfDomesticInvestmentSecuritiesHeading,Number of securities to be distributed
jpsps_cor:NumberOfSecuritiesToBeDistributedSecondaryDistributionOfDomesticInvestmentSecuritiesTextBlock,Number of securities to be distributed
jpsps_cor:NumberOfSecuritiesToBeIssuedPublicOfferingOfDomesticInvestmentSecuritiesHeading,Number of securities to be issued
jpsps_cor:NumberOfSecuritiesToBeIssuedPublicOfferingOfDomesticInvestmentSecuritiesTextBlock,Number of securities to be issued
jpsps_cor:NumberOfSecuritiesToBeIssuedSubscriptionRightsToSharesOfInvestmentCorporationHeading,Number of securities to be issued
jpsps_cor:NumberOfSecuritiesToBeIssuedSubscriptionRightsToSharesOfInvestmentCorporationTextBlock,Number of securities to be issued
jpsps_cor:OfferingsAndDistributionsInPastCoverPageTextBlock,Offerings and distributions in past
jpsps_cor:OrganizationAndFrameworkOfInvestmentManagementHeading,Organization and framework of investment management
jpsps_cor:OrganizationAndFrameworkOfInvestmentManagementOverviewOfAssetManagementCompanyHeading,Organization and framework of investment management
jpsps_cor:OrganizationAndFrameworkOfInvestmentManagementOverviewOfAssetManagementCompanyTextBlock,Organization and framework of investment management
jpsps_cor:OrganizationAndFrameworkOfInvestmentManagementTextBlock,Organization and framework of investment management
jpsps_cor:OrganizationOfInvestmentCorporationHeading,Organization of investment corporation
jpsps_cor:OrganizationOfInvestmentCorporationTextBlock,Organization of investment corporation
jpsps_cor:OtherFeesAndChargesHeading,Other fees and charges
jpsps_cor:OtherFeesAndChargesTextBlock,Other fees and charges
jpsps_cor:OtherInformationAdditionalInformationAboutInvestmentCorporationHeading,Other information
jpsps_cor:OtherInformationAdditionalInformationAboutInvestmentCorporationTextBlock,Other information
jpsps_cor:OtherInformationInformationAboutInvestmentTrustManagementCompanyEtcHeading,Other information
jpsps_cor:OtherInformationInformationAboutInvestmentTrustManagementCompanyEtcTextBlock,Other information
jpsps_cor:OtherInformationInvestmentCorporationBondsOtherThanShortTermInvestmentCorporationBondsHeading,Other information
jpsps_cor:OtherInformationInvestmentCorporationBondsOtherThanShortTermInvestmentCorporationBondsTextBlock,Other information
jpsps_cor:OtherInformationOverviewOfAssetManagementEtcHeading,Other information
jpsps_cor:OtherInformationOverviewOfAssetManagementEtcTextBlock,Other information
jpsps_cor:OtherInformationOverviewOfInvestmentCorporationHeading,Other information
jpsps_cor:OtherInformationOverviewOfInvestmentCorporationTextBlock,Other information
jpsps_cor:OtherInformationOverviewOfInvestmentTrustManagementCompanyEtcHeading,Other information
jpsps_cor:OtherInformationOverviewOfInvestmentTrustManagementCompanyEtcTextBlock,Other information
jpsps_cor:OtherInformationPublicOfferingOfDomesticInvestmentSecuritiesHeading,Other information
jpsps_cor:OtherInformationPublicOfferingOfDomesticInvestmentSecuritiesTextBlock,Other information
jpsps_cor:OtherInformationSecondaryDistributionOfDomesticInvestmentSecuritiesHeading,Other information
jpsps_cor:OtherInformationSecondaryDistributionOfDomesticInvestmentSecuritiesTextBlock,Other information
jpsps_cor:OtherInformationSecurityInformationHeading,Other information
jpsps_cor:OtherInformationSecurityInformationTextBlock,Other information
jpsps_cor:OtherInformationShelfRegistrationStatementHeading,Other information
jpsps_cor:OtherInformationShelfRegistrationStatementTextBlock,Other information
jpsps_cor:OtherInformationSpecialInformationHeading,Other information
jpsps_cor:OtherInformationSpecialInformationTextBlock,Other information
jpsps_cor:OtherInformationSubscriptionRightsToSharesOfInvestmentCorporationHeading,Other information
jpsps_cor:OtherInformationSubscriptionRightsToSharesOfInvestmentCorporationTextBlock,Other information
jpsps_cor:OverviewOfAdministrationAndOperationHeading,Overview of administration and operation
jpsps_cor:OverviewOfAdministrationAndOperationTextBlock,Overview of administration and operation
jpsps_cor:OverviewOfAssetManagementCompanyHeading,Overview of asset management company
jpsps_cor:OverviewOfAssetManagementEtcHeading,"Overview of asset management, etc."
jpsps_cor:OverviewOfFundHeading,Overview of fund
jpsps_cor:OverviewOfInvestmentCorporationHeading,Overview of investment corporation
jpsps_cor:OverviewOfInvestmentTrustManagementCompanyEtcHeading,"Overview of investment trust management company, etc."
jpsps_cor:OverviewOfInvestmentTrustManagementCompanyEtcInformationAboutInvestmentTrustManagementCompanyEtcHeading,"Overview of investment trust management company, etc."
jpsps_cor:OverviewOfInvestmentTrustManagementCompanyEtcTextBlock,"Overview of investment trust management company, etc."
jpsps_cor:OverviewOfOperationalProceduresRelatedToDomesticInvestmentSecuritiesHeading,Overview of operational procedures related to domestic investment securities
jpsps_cor:OverviewOfOperationalProceduresRelatedToDomesticInvestmentSecuritiesTextBlock,Overview of operational procedures related to domestic investment securities
jpsps_cor:OverviewOfOperationalProceduresRelatedToDomesticTrustBeneficiaryCertificatesHeading,Overview of operational procedures related to domestic trust beneficiary certificates
jpsps_cor:OverviewOfOperationalProceduresRelatedToDomesticTrustBeneficiaryCertificatesTextBlock,Overview of operational procedures related to domestic trust beneficiary certificates
jpsps_cor:OverviewOfOtherPartiesInvolvedHeading,Overview of other parties involved
jpsps_cor:OverviewOfOtherPartiesInvolvedTextBlock,Overview of other parties involved
jpsps_cor:OverviewOfPartiesInvolvedHeading,Overview of parties involved
jpsps_cor:OverviewOfProceduresEtcHeading,"Overview of procedures, etc."
jpsps_cor:OverviewOfProceduresEtcTextBlock,"Overview of procedures, etc."
jpsps_cor:OverviewOfUnderwritingEtcInvestmentCorporationBondsOtherThanShortTermInvestmentCorporationBondsHeading,"Overview of underwriting, etc."
